input,output,industry,tone
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=đèn bàn LED chống chói | AUDIENCE=sinh viên học khuya và làm việc tại nhà | FEATURES=3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện | OFFER=giảm 10 phần trăm cho khách mới | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: sinh viên học khuya và làm việc tại nhà muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: đèn bàn LED chống chói có 3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu DEN_BAN_LED_CHONG_CHOI.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=đèn bàn LED chống chói | AUDIENCE=sinh viên học khuya và làm việc tại nhà | FEATURES=3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện | OFFER=giảm 10 phần trăm cho khách mới | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: sinh viên học khuya và làm việc tại nhà muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: đèn bàn LED chống chói có 3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu DEN_BAN_LED_CHONG_CHOI.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=đèn bàn LED chống chói | AUDIENCE=sinh viên học khuya và làm việc tại nhà | FEATURES=3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện | OFFER=giảm 10 phần trăm cho khách mới | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: đèn bàn LED chống chói dành cho sinh viên học khuya và làm việc tại nhà với 3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện. | Góc cần biết: giảm 10 phần trăm cho khách mới. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=đèn bàn LED chống chói | AUDIENCE=sinh viên học khuya và làm việc tại nhà | FEATURES=3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện | OFFER=giảm 10 phần trăm cho khách mới | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: đèn bàn LED chống chói dành cho sinh viên học khuya và làm việc tại nhà với 3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện. | Góc cần biết: giảm 10 phần trăm cho khách mới. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=đèn bàn LED chống chói | AUDIENCE=sinh viên học khuya và làm việc tại nhà | FEATURES=3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện | OFFER=giảm 10 phần trăm cho khách mới | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý đèn bàn LED chống chói cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là sinh viên học khuya và làm việc tại nhà thì đèn bàn LED chống chói là lựa chọn đáng xem nhờ 3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện. Ưu đãi hiện có là giảm 10 phần trăm cho khách mới. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=đèn bàn LED chống chói | AUDIENCE=sinh viên học khuya và làm việc tại nhà | FEATURES=3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện | OFFER=giảm 10 phần trăm cho khách mới | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem đèn bàn LED chống chói phù hợp với bạn không | Microcopy: Có 3 mức sáng ; cổ đèn linh hoạt ; tiết kiệm điện. giảm 10 phần trăm cho khách mới. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=bộ chăm sóc da tối giản | AUDIENCE=người mới bắt đầu skincare | FEATURES=3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày | OFFER=tặng túi du lịch mini | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: bộ chăm sóc da tối giản cho người mới bắt đầu skincare | Lý do chọn: 3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn BO_CHAM_SOC_DA_TOI_GIAN.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=bộ chăm sóc da tối giản | AUDIENCE=người mới bắt đầu skincare | FEATURES=3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày | OFFER=tặng túi du lịch mini | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: bộ chăm sóc da tối giản cho người mới bắt đầu skincare | Lý do chọn: 3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn BO_CHAM_SOC_DA_TOI_GIAN.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=bộ chăm sóc da tối giản | AUDIENCE=người mới bắt đầu skincare | FEATURES=3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày | OFFER=tặng túi du lịch mini | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người mới bắt đầu skincare muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: bộ chăm sóc da tối giản có 3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu BO_CHAM_SOC_DA_TOI_GIAN.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=bộ chăm sóc da tối giản | AUDIENCE=người mới bắt đầu skincare | FEATURES=3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày | OFFER=tặng túi du lịch mini | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người mới bắt đầu skincare muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: bộ chăm sóc da tối giản có 3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu BO_CHAM_SOC_DA_TOI_GIAN.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=bộ chăm sóc da tối giản | AUDIENCE=người mới bắt đầu skincare | FEATURES=3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày | OFFER=tặng túi du lịch mini | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: bộ chăm sóc da tối giản dành cho người mới bắt đầu skincare với 3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày. | Góc cần biết: tặng túi du lịch mini. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=bộ chăm sóc da tối giản | AUDIENCE=người mới bắt đầu skincare | FEATURES=3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày | OFFER=tặng túi du lịch mini | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: bộ chăm sóc da tối giản dành cho người mới bắt đầu skincare với 3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày. | Góc cần biết: tặng túi du lịch mini. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
TYPE=email | INDUSTRY=ecommerce | TONE=professional | PRODUCT=bộ chăm sóc da tối giản | AUDIENCE=người mới bắt đầu skincare | FEATURES=3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày | OFFER=tặng túi du lịch mini | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Subject: Gợi ý bộ chăm sóc da tối giản cho nhu cầu hằng ngày | Preview text: Thông tin ngắn gọn để bạn cân nhắc trước khi mua. | Nội dung: Nếu bạn là người mới bắt đầu skincare thì bộ chăm sóc da tối giản là lựa chọn đáng xem nhờ 3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày. Ưu đãi hiện có là tặng túi du lịch mini. | Góc cần biết: Email này không phóng đại hiệu quả và không thêm số liệu ngoài brief. | CTA mềm: Xem chi tiết rồi chọn khi thấy thật sự phù hợp.,ecommerce,professional
TYPE=cta | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=bộ chăm sóc da tối giản | AUDIENCE=người mới bắt đầu skincare | FEATURES=3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày | OFFER=tặng túi du lịch mini | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,CTA chính: Xem bộ chăm sóc da tối giản phù hợp với bạn không | Microcopy: Có 3 bước dễ theo ; kết cấu nhẹ ; dùng hằng ngày. tặng túi du lịch mini. | Góc cần biết: Chọn khi đúng nhu cầu; không cần mua vội.,ecommerce,friendly
TYPE=headline | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=máy xay sinh tố mini | AUDIENCE=người bận rộn chuẩn bị đồ uống nhanh | FEATURES=cốc mang đi ; sạc USB ; lưỡi dao inox | OFFER=đổi mới trong 7 ngày nếu lỗi kỹ thuật | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: máy xay sinh tố mini cho người bận rộn chuẩn bị đồ uống nhanh | Lý do chọn: cốc mang đi ; sạc USB ; lưỡi dao inox. | Góc cần biết: Giọng Hat Moc nhắc thời điểm mua nhưng không gây áp lực. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn MAY_XAY_SINH_TO_MINI.,ecommerce,urgent
TYPE=headline | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=máy xay sinh tố mini | AUDIENCE=người bận rộn chuẩn bị đồ uống nhanh | FEATURES=cốc mang đi ; sạc USB ; lưỡi dao inox | OFFER=đổi mới trong 7 ngày nếu lỗi kỹ thuật | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Headline: máy xay sinh tố mini cho người bận rộn chuẩn bị đồ uống nhanh | Lý do chọn: cốc mang đi ; sạc USB ; lưỡi dao inox. | Góc cần biết: Giọng Hat Moc nói gần gũi như đang tư vấn cho người quen. Không thêm cam kết ngoài brief. | CTA mềm: Nhắn shop hỏi thêm trước khi chọn MAY_XAY_SINH_TO_MINI.,ecommerce,friendly
TYPE=description | INDUSTRY=ecommerce | TONE=professional | PRODUCT=máy xay sinh tố mini | AUDIENCE=người bận rộn chuẩn bị đồ uống nhanh | FEATURES=cốc mang đi ; sạc USB ; lưỡi dao inox | OFFER=đổi mới trong 7 ngày nếu lỗi kỹ thuật | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người bận rộn chuẩn bị đồ uống nhanh muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: máy xay sinh tố mini có cốc mang đi ; sạc USB ; lưỡi dao inox. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu MAY_XAY_SINH_TO_MINI.,ecommerce,professional
TYPE=description | INDUSTRY=ecommerce | TONE=emotional | PRODUCT=máy xay sinh tố mini | AUDIENCE=người bận rộn chuẩn bị đồ uống nhanh | FEATURES=cốc mang đi ; sạc USB ; lưỡi dao inox | OFFER=đổi mới trong 7 ngày nếu lỗi kỹ thuật | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Phù hợp với: người bận rộn chuẩn bị đồ uống nhanh muốn một lựa chọn dễ dùng và không cần đọc quá nhiều thông tin rối. | Điểm nổi bật: máy xay sinh tố mini có cốc mang đi ; sạc USB ; lưỡi dao inox. | Góc cần biết: Nội dung chỉ dùng dữ kiện trong brief. Nếu cần so sánh thêm thì nên hỏi shop trước khi mua. | CTA mềm: Lưu lại sản phẩm hoặc nhắn shop để được tư vấn đúng nhu cầu MAY_XAY_SINH_TO_MINI.,ecommerce,emotional
TYPE=social | INDUSTRY=ecommerce | TONE=friendly | PRODUCT=máy xay sinh tố mini | AUDIENCE=người bận rộn chuẩn bị đồ uống nhanh | FEATURES=cốc mang đi ; sạc USB ; lưỡi dao inox | OFFER=đổi mới trong 7 ngày nếu lỗi kỹ thuật | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: máy xay sinh tố mini dành cho người bận rộn chuẩn bị đồ uống nhanh với cốc mang đi ; sạc USB ; lưỡi dao inox. | Góc cần biết: đổi mới trong 7 ngày nếu lỗi kỹ thuật. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,friendly
TYPE=social | INDUSTRY=ecommerce | TONE=urgent | PRODUCT=máy xay sinh tố mini | AUDIENCE=người bận rộn chuẩn bị đồ uống nhanh | FEATURES=cốc mang đi ; sạc USB ; lưỡi dao inox | OFFER=đổi mới trong 7 ngày nếu lỗi kỹ thuật | BRAND_VOICE=Hat Moc | STYLE=am ap nhung tiet che | RULES=khong noi qua khong bia so lieu khong dung giong giat title | STRUCTURE=luon co Goc can biet va CTA mem khi phu hop,Mở bài: Có những món không cần nói quá nhiều vẫn thấy hợp nhu cầu hằng ngày. | Điểm đáng cân nhắc: máy xay sinh tố mini dành cho người bận rộn chuẩn bị đồ uống nhanh với cốc mang đi ; sạc USB ; lưỡi dao inox. | Góc cần biết: đổi mới trong 7 ngày nếu lỗi kỹ thuật. Hat Moc ưu tiên nói rõ lợi ích và tránh tạo cảm giác phải mua ngay. | CTA mềm: Nếu đang phân vân thì nhắn shop hỏi thêm trước khi chọn.,ecommerce,urgent
