"input","output","industry","tone","type","product"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Lời Kêu Gọi Hành Động với tone Thân thiện.
Sản phẩm/dịch vụ: bộ chăm sóc da tối giản.
Từ khóa chính: 3 bước dễ theo; kết cấu nhẹ; phù hợp dùng hằng ngày.
Đối tượng mục tiêu: người mới bắt đầu skincare.
Thông tin bổ sung: tặng túi du lịch mini.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Lời kêu gọi hành động chính: câu/nút kêu gọi hành động.
Microcopy: một câu hỗ trợ ngay dưới lời kêu gọi hành động.
Chỉ viết lời kêu gọi hành động, không thêm bài quảng cáo dài.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Lời kêu gọi hành động chính: Mua bộ chăm sóc da tối giản ngay hôm nay
Microcopy: Phù hợp cho người mới bắt đầu skincare, có tặng túi du lịch mini và thông tin rõ ràng để bạn chọn nhanh.

Phiên bản 2:
Lời kêu gọi hành động chính: Chọn bộ chăm sóc da tối giản cho nhu cầu hiện tại
Microcopy: Tập trung vào 3 bước dễ theo và kết cấu nhẹ, giúp bạn quyết định dễ hơn.

Phiên bản 3:
Lời kêu gọi hành động chính: Nhắn shop để được tư vấn bộ chăm sóc da tối giản
Microcopy: Bạn có thể hỏi thêm về phù hợp dùng hằng ngày và tặng túi du lịch mini trước khi quyết định.","ecommerce","friendly","cta","bộ chăm sóc da tối giản"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Tiêu Đề Quảng Cáo với tone Khẩn cấp.
Sản phẩm/dịch vụ: máy xay sinh tố mini.
Từ khóa chính: cốc mang đi; sạc USB; lưỡi dao inox.
Đối tượng mục tiêu: người bận rộn muốn chuẩn bị đồ uống nhanh.
Thông tin bổ sung: đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Headline: một câu chính sắc, dễ đọc, có lợi ích hoặc điểm khác biệt.
Subheadline: một câu phụ làm rõ lời hứa của headline.
Lời kêu gọi hành động: một câu ngắn thúc đẩy người đọc hành động.
Không viết thành email, social post, mô tả sản phẩm hoặc landing page đầy đủ.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Headline: Đừng chần chừ với máy xay sinh tố mini cho người bận rộn muốn chuẩn bị đồ uống nhanh với cốc mang đi.
Subheadline: Tập trung vào sạc USB và lưỡi dao inox, phù hợp khi bạn cần một lựa chọn rõ ràng và nhanh.
Lời kêu gọi hành động: Xem ngay để chọn đúng mẫu.

Phiên bản 2:
Headline: máy xay sinh tố mini là lựa chọn đáng cân nhắc cho người bận rộn muốn chuẩn bị đồ uống nhanh.
Subheadline: Điểm mạnh nằm ở sạc USB, cốc mang đi và đổi mới trong 7 ngày nếu lỗi kỹ thuật để bạn so sánh dễ hơn.
Lời kêu gọi hành động: Nhắn shop để được tư vấn nhanh.

Phiên bản 3:
Headline: Giữ nhịp nhanh hơn cho máy xay sinh tố mini nếu bạn cần cốc mang đi và sạc USB.
Subheadline: Cách trình bày gọn, bám sát nhu cầu thật và không nói quá công dụng.
Lời kêu gọi hành động: Mở chi tiết sản phẩm ngay hôm nay.","ecommerce","urgent","headline","máy xay sinh tố mini"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Tiêu Đề Quảng Cáo với tone Thân thiện.
Sản phẩm/dịch vụ: máy xay sinh tố mini.
Từ khóa chính: cốc mang đi; sạc USB; lưỡi dao inox.
Đối tượng mục tiêu: người bận rộn muốn chuẩn bị đồ uống nhanh.
Thông tin bổ sung: đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Headline: một câu chính sắc, dễ đọc, có lợi ích hoặc điểm khác biệt.
Subheadline: một câu phụ làm rõ lời hứa của headline.
Lời kêu gọi hành động: một câu ngắn thúc đẩy người đọc hành động.
Không viết thành email, social post, mô tả sản phẩm hoặc landing page đầy đủ.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Headline: Gợi ý dễ dùng cho máy xay sinh tố mini cho người bận rộn muốn chuẩn bị đồ uống nhanh với cốc mang đi.
Subheadline: Tập trung vào sạc USB và lưỡi dao inox, phù hợp khi bạn cần một lựa chọn rõ ràng và nhanh.
Lời kêu gọi hành động: Xem ngay để chọn đúng mẫu.

Phiên bản 2:
Headline: máy xay sinh tố mini là lựa chọn đáng cân nhắc cho người bận rộn muốn chuẩn bị đồ uống nhanh.
Subheadline: Điểm mạnh nằm ở sạc USB, cốc mang đi và đổi mới trong 7 ngày nếu lỗi kỹ thuật để bạn so sánh dễ hơn.
Lời kêu gọi hành động: Nhắn shop để được tư vấn nhanh.

Phiên bản 3:
Headline: Thêm tiện lợi cho máy xay sinh tố mini nếu bạn cần cốc mang đi và sạc USB.
Subheadline: Cách trình bày gọn, bám sát nhu cầu thật và không nói quá công dụng.
Lời kêu gọi hành động: Mở chi tiết sản phẩm ngay hôm nay.","ecommerce","friendly","headline","máy xay sinh tố mini"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Mô Tả Sản Phẩm với tone Cảm xúc.
Sản phẩm/dịch vụ: máy xay sinh tố mini.
Từ khóa chính: cốc mang đi; sạc USB; lưỡi dao inox.
Đối tượng mục tiêu: người bận rộn muốn chuẩn bị đồ uống nhanh.
Thông tin bổ sung: đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Mô tả ngắn: đoạn mở đầu giới thiệu sản phẩm/dịch vụ.
Lợi ích chính: 2-3 bullet.
Đặc điểm nổi bật: 2-3 bullet.
Lời kêu gọi hành động: lời kêu gọi mua, đăng ký hoặc liên hệ.
Không dùng format email, SEO metadata hoặc caption mạng xã hội.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Mô tả ngắn: máy xay sinh tố mini dành cho người bận rộn muốn chuẩn bị đồ uống nhanh, nhấn vào trải nghiệm dùng rõ ràng và dễ hiểu.
Lợi ích chính:
- Hỗ trợ nhu cầu thực tế nhờ cốc mang đi và sạc USB.
- Giúp bạn cân nhắc nhanh hơn với thông tin đúng brief và đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Đặc điểm nổi bật:
- cốc mang đi.
- lưỡi dao inox.
Lời kêu gọi hành động: Xem chi tiết để chọn mẫu phù hợp.

Phiên bản 2:
Mô tả ngắn: Nếu bạn là người bận rộn muốn chuẩn bị đồ uống nhanh, máy xay sinh tố mini là một lựa chọn gọn gàng, dễ dùng và sát nhu cầu.
Lợi ích chính:
- Mang lại cảm giác yên tâm khi xem thông tin rõ ràng.
- Tập trung vào sạc USB và lưỡi dao inox để phục vụ dùng hằng ngày.
Đặc điểm nổi bật:
- sạc USB.
- đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Lời kêu gọi hành động: Nhắn tin để được tư vấn trước khi mua.

Phiên bản 3:
Mô tả ngắn: máy xay sinh tố mini giúp người bận rộn muốn chuẩn bị đồ uống nhanh có thêm một lựa chọn hợp lý cho nhu cầu thường ngày.
Lợi ích chính:
- lưỡi dao inox làm cho việc dùng tiện hơn.
- cốc mang đi hỗ trợ đúng mối quan tâm chính.
Đặc điểm nổi bật:
- cốc mang đi.
- sạc USB.
Lời kêu gọi hành động: Lưu lại để so sánh khi cần.","ecommerce","emotional","description","máy xay sinh tố mini"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Mô Tả Sản Phẩm với tone Chuyên nghiệp.
Sản phẩm/dịch vụ: máy xay sinh tố mini.
Từ khóa chính: cốc mang đi; sạc USB; lưỡi dao inox.
Đối tượng mục tiêu: người bận rộn muốn chuẩn bị đồ uống nhanh.
Thông tin bổ sung: đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Mô tả ngắn: đoạn mở đầu giới thiệu sản phẩm/dịch vụ.
Lợi ích chính: 2-3 bullet.
Đặc điểm nổi bật: 2-3 bullet.
Lời kêu gọi hành động: lời kêu gọi mua, đăng ký hoặc liên hệ.
Không dùng format email, SEO metadata hoặc caption mạng xã hội.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Mô tả ngắn: máy xay sinh tố mini dành cho người bận rộn muốn chuẩn bị đồ uống nhanh, nhấn vào trải nghiệm dùng rõ ràng và dễ hiểu.
Lợi ích chính:
- Hỗ trợ nhu cầu thực tế nhờ cốc mang đi và sạc USB.
- Giúp bạn cân nhắc nhanh hơn với thông tin đúng brief và đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Đặc điểm nổi bật:
- cốc mang đi.
- lưỡi dao inox.
Lời kêu gọi hành động: Xem chi tiết để chọn mẫu phù hợp.

Phiên bản 2:
Mô tả ngắn: Nếu bạn là người bận rộn muốn chuẩn bị đồ uống nhanh, máy xay sinh tố mini là một lựa chọn gọn gàng, dễ dùng và sát nhu cầu.
Lợi ích chính:
- Mang lại cảm giác yên tâm khi xem thông tin rõ ràng.
- Tập trung vào sạc USB và lưỡi dao inox để phục vụ dùng hằng ngày.
Đặc điểm nổi bật:
- sạc USB.
- đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Lời kêu gọi hành động: Nhắn tin để được tư vấn trước khi mua.

Phiên bản 3:
Mô tả ngắn: máy xay sinh tố mini giúp người bận rộn muốn chuẩn bị đồ uống nhanh có thêm một lựa chọn hợp lý cho nhu cầu thường ngày.
Lợi ích chính:
- lưỡi dao inox làm cho việc dùng tiện hơn.
- cốc mang đi hỗ trợ đúng mối quan tâm chính.
Đặc điểm nổi bật:
- cốc mang đi.
- sạc USB.
Lời kêu gọi hành động: Lưu lại để so sánh khi cần.","ecommerce","professional","description","máy xay sinh tố mini"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Social Media Post với tone Thân thiện.
Sản phẩm/dịch vụ: máy xay sinh tố mini.
Từ khóa chính: cốc mang đi; sạc USB; lưỡi dao inox.
Đối tượng mục tiêu: người bận rộn muốn chuẩn bị đồ uống nhanh.
Thông tin bổ sung: đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Hook: câu mở đầu kéo chú ý.
Caption: nội dung chính dễ đọc trên mạng xã hội.
Lời kêu gọi hành động: hành động mong muốn.
Hashtags: 3-6 hashtag liên quan.
Không thêm Subject, Preview text, SEO title hoặc Meta description.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Hook: Một lựa chọn thân thiện cho người bận rộn muốn chuẩn bị đồ uống nhanh.
Caption: máy xay sinh tố mini giúp việc hằng ngày nhẹ hơn nhờ cốc mang đi, sạc USB và lưỡi dao inox. Hiện có đổi mới trong 7 ngày nếu lỗi kỹ thuật, phù hợp nếu bạn đang tìm một lựa chọn rõ ràng, dễ cân nhắc.
Lời kêu gọi hành động: Lưu lại hoặc nhắn shop để hỏi thêm.
Hashtags: #MayXaySinh #NguoiBanRon #CocMangDi

Phiên bản 2:
Hook: Đừng để nhu cầu nhỏ làm chậm nhịp của người bận rộn muốn chuẩn bị đồ uống nhanh.
Caption: Với sạc USB và lưỡi dao inox, máy xay sinh tố mini cho cảm giác thực tế, dễ hiểu và không nói quá công dụng. đổi mới trong 7 ngày nếu lỗi kỹ thuật là điểm cộng thêm nếu bạn đang so sánh lựa chọn.
Lời kêu gọi hành động: Bình luận nhu cầu của bạn để được gợi ý.
Hashtags: #MayXaySinh #SacUSB #MuaSamThongMinh

Phiên bản 3:
Hook: Gợi ý dễ dùng cho người bận rộn muốn chuẩn bị đồ uống nhanh một lựa chọn gọn gàng hơn.
Caption: Khi xem máy xay sinh tố mini, hãy chú ý vào cốc mang đi, sạc USB và lưỡi dao inox. Đây là phần thông tin đủ để bạn cân nhắc trước khi quyết định.
Lời kêu gọi hành động: Nhắn tin để kiểm tra mẫu phù hợp.
Hashtags: #MayXaySinh #LuoiDaoInox #ThuongMaiDienTu","ecommerce","friendly","social","máy xay sinh tố mini"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Social Media Post với tone Khẩn cấp.
Sản phẩm/dịch vụ: máy xay sinh tố mini.
Từ khóa chính: cốc mang đi; sạc USB; lưỡi dao inox.
Đối tượng mục tiêu: người bận rộn muốn chuẩn bị đồ uống nhanh.
Thông tin bổ sung: đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Hook: câu mở đầu kéo chú ý.
Caption: nội dung chính dễ đọc trên mạng xã hội.
Lời kêu gọi hành động: hành động mong muốn.
Hashtags: 3-6 hashtag liên quan.
Không thêm Subject, Preview text, SEO title hoặc Meta description.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Hook: Cần xem ngay cho người bận rộn muốn chuẩn bị đồ uống nhanh.
Caption: máy xay sinh tố mini giúp việc hằng ngày nhẹ hơn nhờ cốc mang đi, sạc USB và lưỡi dao inox. Hiện có đổi mới trong 7 ngày nếu lỗi kỹ thuật, phù hợp nếu bạn đang tìm một lựa chọn rõ ràng, dễ cân nhắc.
Lời kêu gọi hành động: Lưu lại hoặc nhắn shop để hỏi thêm.
Hashtags: #MayXaySinh #NguoiBanRon #CocMangDi

Phiên bản 2:
Hook: Đừng để nhu cầu nhỏ làm chậm nhịp của người bận rộn muốn chuẩn bị đồ uống nhanh.
Caption: Với sạc USB và lưỡi dao inox, máy xay sinh tố mini cho cảm giác thực tế, dễ hiểu và không nói quá công dụng. đổi mới trong 7 ngày nếu lỗi kỹ thuật là điểm cộng thêm nếu bạn đang so sánh lựa chọn.
Lời kêu gọi hành động: Bình luận nhu cầu của bạn để được gợi ý.
Hashtags: #MayXaySinh #SacUSB #MuaSamThongMinh

Phiên bản 3:
Hook: Đừng chần chừ với người bận rộn muốn chuẩn bị đồ uống nhanh một lựa chọn gọn gàng hơn.
Caption: Khi xem máy xay sinh tố mini, hãy chú ý vào cốc mang đi, sạc USB và lưỡi dao inox. Đây là phần thông tin đủ để bạn cân nhắc trước khi quyết định.
Lời kêu gọi hành động: Nhắn tin để kiểm tra mẫu phù hợp.
Hashtags: #MayXaySinh #LuoiDaoInox #ThuongMaiDienTu","ecommerce","urgent","social","máy xay sinh tố mini"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Email Marketing với tone Chuyên nghiệp.
Sản phẩm/dịch vụ: máy xay sinh tố mini.
Từ khóa chính: cốc mang đi; sạc USB; lưỡi dao inox.
Đối tượng mục tiêu: người bận rộn muốn chuẩn bị đồ uống nhanh.
Thông tin bổ sung: đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Subject: dòng tiêu đề email.
Preview text: đoạn xem trước ngắn.
Lời chào: lời chào phù hợp người nhận.
Nội dung chính: tách thành các đoạn ngắn, có thể có bullet nếu cần.
Lời kêu gọi hành động: hành động chính trong email.
Không viết như social caption, landing page hoặc SEO snippet.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Subject: Gợi ý máy xay sinh tố mini cho người bận rộn muốn chuẩn bị đồ uống nhanh
Preview text: Tóm tắt nhanh các điểm đáng cân nhắc trước khi chọn mua.
Lời chào: Chào bạn,
Nội dung chính: Nếu bạn đang tìm một lựa chọn phù hợp cho nhu cầu hằng ngày, máy xay sinh tố mini có các điểm nổi bật như cốc mang đi, sạc USB và lưỡi dao inox. Hiện có đổi mới trong 7 ngày nếu lỗi kỹ thuật, nên bạn có thể xem thêm thông tin trước khi quyết định.
Lời kêu gọi hành động: Xem chi tiết sản phẩm hôm nay.

Phiên bản 2:
Subject: máy xay sinh tố mini có thể hợp với nhu cầu của bạn
Preview text: Một vài lý do để người bận rộn muốn chuẩn bị đồ uống nhanh cân nhắc sản phẩm này.
Lời chào: Chào bạn,
Nội dung chính: máy xay sinh tố mini tập trung vào sạc USB, cốc mang đi và lưỡi dao inox. Thông tin được viết theo đúng brief, không thêm chứng nhận hay số liệu ngoài phạm vi. đổi mới trong 7 ngày nếu lỗi kỹ thuật giúp bạn có thêm lý do so sánh.
Lời kêu gọi hành động: Nhắn lại để được tư vấn lựa chọn phù hợp.

Phiên bản 3:
Subject: Xem nhanh máy xay sinh tố mini trước khi bạn chọn
Preview text: Thông tin ngắn gọn, dễ so sánh và có ưu đãi đi kèm.
Lời chào: Chào bạn,
Nội dung chính: Với người bận rộn muốn chuẩn bị đồ uống nhanh, một sản phẩm dễ hiểu thường giúp quyết định nhanh hơn. máy xay sinh tố mini có cốc mang đi, sạc USB và lưỡi dao inox; ngoài ra còn có đổi mới trong 7 ngày nếu lỗi kỹ thuật để bạn cân nhắc thêm.
Lời kêu gọi hành động: Mở trang sản phẩm để xem thêm chi tiết.","ecommerce","professional","email","máy xay sinh tố mini"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Lời Kêu Gọi Hành Động với tone Thân thiện.
Sản phẩm/dịch vụ: máy xay sinh tố mini.
Từ khóa chính: cốc mang đi; sạc USB; lưỡi dao inox.
Đối tượng mục tiêu: người bận rộn muốn chuẩn bị đồ uống nhanh.
Thông tin bổ sung: đổi mới trong 7 ngày nếu lỗi kỹ thuật.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Lời kêu gọi hành động chính: câu/nút kêu gọi hành động.
Microcopy: một câu hỗ trợ ngay dưới lời kêu gọi hành động.
Chỉ viết lời kêu gọi hành động, không thêm bài quảng cáo dài.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Lời kêu gọi hành động chính: Mua máy xay sinh tố mini ngay hôm nay
Microcopy: Phù hợp cho người bận rộn muốn chuẩn bị đồ uống nhanh, có đổi mới trong 7 ngày nếu lỗi kỹ thuật và thông tin rõ ràng để bạn chọn nhanh.

Phiên bản 2:
Lời kêu gọi hành động chính: Chọn máy xay sinh tố mini cho nhu cầu hiện tại
Microcopy: Tập trung vào cốc mang đi và sạc USB, giúp bạn quyết định dễ hơn.

Phiên bản 3:
Lời kêu gọi hành động chính: Nhắn shop để được tư vấn máy xay sinh tố mini
Microcopy: Bạn có thể hỏi thêm về lưỡi dao inox và đổi mới trong 7 ngày nếu lỗi kỹ thuật trước khi quyết định.","ecommerce","friendly","cta","máy xay sinh tố mini"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Tiêu Đề Quảng Cáo với tone Khẩn cấp.
Sản phẩm/dịch vụ: ghế công thái học lưng lưới.
Từ khóa chính: đỡ lưng; tay ghế điều chỉnh; lưới thoáng.
Đối tượng mục tiêu: nhân viên ngồi máy tính lâu.
Thông tin bổ sung: hỗ trợ tư vấn chọn size.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Headline: một câu chính sắc, dễ đọc, có lợi ích hoặc điểm khác biệt.
Subheadline: một câu phụ làm rõ lời hứa của headline.
Lời kêu gọi hành động: một câu ngắn thúc đẩy người đọc hành động.
Không viết thành email, social post, mô tả sản phẩm hoặc landing page đầy đủ.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Headline: Đừng chần chừ với ghế công thái học lưng lưới cho nhân viên ngồi máy tính lâu với đỡ lưng.
Subheadline: Tập trung vào tay ghế điều chỉnh và lưới thoáng, phù hợp khi bạn cần một lựa chọn rõ ràng và nhanh.
Lời kêu gọi hành động: Xem ngay để chọn đúng mẫu.

Phiên bản 2:
Headline: ghế công thái học lưng lưới là lựa chọn đáng cân nhắc cho nhân viên ngồi máy tính lâu.
Subheadline: Điểm mạnh nằm ở tay ghế điều chỉnh, đỡ lưng và hỗ trợ tư vấn chọn size để bạn so sánh dễ hơn.
Lời kêu gọi hành động: Nhắn shop để được tư vấn nhanh.

Phiên bản 3:
Headline: Giữ nhịp nhanh hơn cho ghế công thái học lưng lưới nếu bạn cần đỡ lưng và tay ghế điều chỉnh.
Subheadline: Cách trình bày gọn, bám sát nhu cầu thật và không nói quá công dụng.
Lời kêu gọi hành động: Mở chi tiết sản phẩm ngay hôm nay.","ecommerce","urgent","headline","ghế công thái học lưng lưới"
"Bạn là chuyên gia copywriting cho ngành Thương Mại Điện Tử.
Hãy viết Tiêu Đề Quảng Cáo với tone Thân thiện.
Sản phẩm/dịch vụ: ghế công thái học lưng lưới.
Từ khóa chính: đỡ lưng; tay ghế điều chỉnh; lưới thoáng.
Đối tượng mục tiêu: nhân viên ngồi máy tính lâu.
Thông tin bổ sung: hỗ trợ tư vấn chọn size.
Độ dài mong muốn: vừa đủ chi tiết.
Giới hạn output tối đa: 1800 tokens.
Tạo đúng 3 phiên bản riêng biệt.
Định dạng bắt buộc:
Phiên bản 1: ...
Phiên bản 2: ...
Phiên bản 3: ...
Mỗi phiên bản phải tự đứng độc lập, không gom chung thành một đoạn lớn.
Format riêng theo loại nội dung:
Headline: một câu chính sắc, dễ đọc, có lợi ích hoặc điểm khác biệt.
Subheadline: một câu phụ làm rõ lời hứa của headline.
Lời kêu gọi hành động: một câu ngắn thúc đẩy người đọc hành động.
Không viết thành email, social post, mô tả sản phẩm hoặc landing page đầy đủ.
Dùng tiếng Việt tự nhiên, đầy đủ dấu, có lời kêu gọi hành động rõ ràng.
Temperature tham khảo: 0.7.","Phiên bản 1:
Headline: Gợi ý dễ dùng cho ghế công thái học lưng lưới cho nhân viên ngồi máy tính lâu với đỡ lưng.
Subheadline: Tập trung vào tay ghế điều chỉnh và lưới thoáng, phù hợp khi bạn cần một lựa chọn rõ ràng và nhanh.
Lời kêu gọi hành động: Xem ngay để chọn đúng mẫu.

Phiên bản 2:
Headline: ghế công thái học lưng lưới là lựa chọn đáng cân nhắc cho nhân viên ngồi máy tính lâu.
Subheadline: Điểm mạnh nằm ở tay ghế điều chỉnh, đỡ lưng và hỗ trợ tư vấn chọn size để bạn so sánh dễ hơn.
Lời kêu gọi hành động: Nhắn shop để được tư vấn nhanh.

Phiên bản 3:
Headline: Thêm tiện lợi cho ghế công thái học lưng lưới nếu bạn cần đỡ lưng và tay ghế điều chỉnh.
Subheadline: Cách trình bày gọn, bám sát nhu cầu thật và không nói quá công dụng.
Lời kêu gọi hành động: Mở chi tiết sản phẩm ngay hôm nay.","ecommerce","friendly","headline","ghế công thái học lưng lưới"
